#dataset_conf_id,iter_no,pso_time,pso_to_task_time,objectives,time,objectives
3649,6,2365,0,3.9189189189,1084,3.8085106383
3649,7,2349,0,3.3773584906,1697,3.2769230769
3649,8,1873,0,3.5571428571,1233,3.641509434
3649,9,2958,0,3.085106383,1145,3.3773584906
3650,0,1766,0,1.976744186,1121,2.0777777778
3650,1,1728,0,2.0606060606,1189,1.6846846847
3650,2,2073,0,2.1801801802,1266,2.2333333333
3650,3,1895,0,2.2950819672,1102,1.8108108108
3650,4,1854,0,1.6888888889,1139,2.0777777778
3650,5,1762,0,1.6888888889,1111,1.7213114754
3650,6,1838,0,1.976744186,1474,2.6338028169
3650,7,2159,0,2.1801801802,1263,2.0777777778
3650,8,1825,0,2.8257575758,1093,1.7213114754
3650,9,2819,0,1.6888888889,1128,2.2333333333
3651,0,2300,0,1.265060241,1189,1.1899441341
3651,1,1834,0,1.2209302326,1126,1.3831168831
3651,2,2064,0,1.2209302326,1085,1.2067039106
3651,3,2287,0,1.1902439024,1146,1.265060241
3651,4,2693,0,1.1899441341,1212,1.3113207547
3651,5,1944,0,1.3373493976,1351,1.2209302326
3651,6,1887,0,1.1899441341,1148,1.2209302326
3651,7,1827,0,1.1899441341,1161,1.2209302326
3651,8,2117,0,3.3896103896,1111,1.3113207547
3651,9,1793,0,1.265060241,1588,1.2209302326
3652,0,3281,0,7.3333333333,1095,5.0666666667
3652,1,1844,0,5.5744680851,1130,4.8421052632
3652,2,1816,0,5.9607843137,1215,5.2156862745
3652,3,1904,0,7.0666666667,1423,5.5272727273
3652,4,1911,0,4.7636363636,1430,5.0181818182
3652,5,2164,0,5.5744680851,1508,4.7636363636
3652,6,1864,0,4.7636363636,1162,5.5272727273
3652,7,1886,0,4.7636363636,1102,5.9607843137
3652,8,2253,0,6.3333333333,1108,5.3333333333
3652,9,1753,0,6.4242424242,1477,5.137254902
3653,0,1842,0,2.1503759398,1117,2.1503759398
3653,1,2022,0,2.1503759398,1101,2.1578947368
3653,2,1814,0,2.1503759398,1290,2.1578947368
3653,3,2162,0,2.4655172414,1150,2.1578947368
3653,4,1910,0,2.1503759398,1084,2.1503759398
3653,5,2105,0,2.1503759398,1428,2.1503759398
3653,6,1900,0,2.1503759398,1679,2.3833333333
3653,7,2205,0,2.1503759398,1088,2.1503759398
3653,8,2090,0,2.1503759398,1455,2.1503759398
3653,9,2004,0,2.2857142857,1122,2.1503759398
3654,0,2892,0,1.6296296296,1238,1.8333333333
3654,1,2686,0,1.6296296296,1539,1.6296296296
3654,2,2320,0,1.7261904762,1063,1.6296296296
3654,3,2320,0,1.6296296296,1096,1.6451612903
3654,4,2485,0,1.6296296296,1112,1.8443113772
3654,5,1843,0,1.6296296296,1137,1.6296296296
3654,6,2333,0,1.7206703911,1087,1.6296296296
3654,7,1938,0,1.6296296296,1094,1.7206703911
3654,8,1905,0,1.6296296296,1065,1.6296296296
3654,9,2144,0,1.7619047619,1146,1.6296296296
3655,0,6969,0,10.125,2773,1.5428571429
3655,1,7403,0,8,2723,1.5652173913
3655,2,5370,0,10.55,2500,1.5652173913
3655,3,6977,0,4.6,2024,1.5428571429
3655,4,7331,0,12.25,2642,1.5652173913
3655,5,7038,0,5.75,2640,1.5428571429
3655,6,6150,0,4.7692307692,2479,1.5652173913
3655,7,7135,0,13,2544,1.5428571429
3655,8,6176,0,4.5714285714,2149,1.5428571429
3655,9,5684,0,8.5714285714,2057,1.5428571429
3656,0,7188,0,9.5,2468,0.8053097345
3656,1,5742,0,7,2325,0.75
3656,2,6112,0,8.3333333333,2161,0.6740740741
3656,3,6329,0,5.2666666667,2136,0.6761904762
3656,4,7396,0,8,2007,0.7165354331
3656,5,7888,0,9.5,2181,0.7053571429
3656,6,5924,0,8,2530,0.8053097345
3656,7,6425,0,4.5454545455,2152,0.8504672897
3656,8,5949,0,7.5,2516,0.6691176471
3656,9,5911,0,6.5625,2475,0.6740740741
3657,0,8076,0,2.6153846154,3473,0.5215311005
3657,1,5839,0,2.2262773723,2530,0.5215311005
3657,2,7077,0,1.8765432099,2450,0.5215311005
3657,3,6992,0,2.303030303,2491,0.5291262136
3657,4,6522,0,2.2262773723,2372,0.5215311005
3657,5,5688,0,3.0128205128,2479,0.5215311005
3657,6,6305,0,2.1875,2225,0.5215311005
3657,7,6936,0,1.2285714286,2486,0.5265700483
3657,8,7810,0,3.0128205128,2296,0.5215311005
3657,9,6236,0,2.5833333333,2192,0.5215311005
3658,0,6155,0,32.125,2271,3.1940298507
3658,1,5728,0,48,2663,3.3174603175
3658,2,6587,0,37.8,2684,3.3174603175
3658,3,7270,0,15.1666666667,2249,3.1587301587
3658,4,6050,0,21.875,1949,3.1470588235
3658,5,8257,0,29.8333333333,2994,3.1666666667
3658,6,6905,0,29.8333333333,3371,3.34375
3658,7,6735,0,28.8,2604,3.34375
3658,8,6031,0,28.8,2817,3.2424242424
3658,9,6034,0,34.4761904762,2358,3.1940298507
3659,0,8044,0,16.1176470588,2187,1.3211678832
3659,1,6126,0,12.6666666667,2484,1.3357664234
3659,2,8082,0,21.5666666667,2585,1.3211678832
3659,3,6728,1,20.2,2168,1.3357664234
3659,4,5680,0,17.2727272727,1770,1.3357664234
3659,5,6615,0,24.2142857143,2636,1.3357664234
3659,6,6081,0,17.2727272727,2123,1.3211678832
3659,7,5848,0,12.9756097561,2150,1.3211678832
3659,8,6650,0,14.0666666667,2102,1.3211678832
3659,9,6254,0,7.4367816092,2806,1.3357664234
3660,0,6881,0,8.4583333333,2620,1.0304568528
3660,1,6417,0,6.5483870968,2062,1.015
3660,2,6588,0,8.12,1986,1.1111111111
3660,3,7394,0,7.3043478261,2275,1.015
3660,4,5920,0,7,2145,1.0357142857
3660,5,7136,0,6.34375,2760,1.0357142857
3660,6,6858,0,6.72,3072,1.015
3660,7,6270,0,8.12,2735,1.015
3660,8,5844,0,5.6388888889,2362,1.004950495
3660,9,8461,0,9.6666666667,3619,1.0357142857
3661,0,6995,0,26.2307692308,2394,4.8714285714
3661,1,7627,0,20.7777777778,2212,5.0895522388
3661,2,7220,0,30.5555555556,1994,4.9420289855
3661,3,5912,0,26.8,2291,4.8714285714
3661,4,5311,0,31.1666666667,2570,4.9420289855
3661,5,6346,0,40.6153846154,2231,4.9420289855
3661,6,7183,0,29.7777777778,2368,4.9420289855
3661,7,5735,0,20.3529411765,2080,5.0895522388
3661,8,8798,0,37.8888888889,2345,4.8714285714
3661,9,6811,0,33,2683,4.8714285714
3662,0,6920,0,25.8541666667,2456,2.5813953488
3662,1,7048,0,24.55,2636,2.4850746269
3662,2,8070,0,36.9090909091,2394,2.4850746269
3662,3,6299,0,25.2666666667,2616,2.4850746269
3662,4,6366,0,41.6363636364,2237,2.6220472441
3662,5,6283,0,14.9344262295,2498,2.4850746269
3662,6,6565,0,22.5806451613,2580,2.4850746269
3662,7,5864,0,44.6363636364,2708,2.5862068966
3662,8,7010,0,23.5333333333,2212,2.5615384615
3662,9,7169,0,23.5333333333,2399,2.4850746269
3663,0,5088,0,29.8125,2843,1.1542288557
3663,1,6847,0,8.2857142857,2618,1.1262135922
3663,2,5499,0,14.6428571429,3074,1.1262135922
3663,3,5274,0,13.1818181818,2207,1.0995260664
3663,4,6147,0,29.8125,2236,1.0995260664
3663,5,5515,0,14.3285714286,2931,1.1542288557
3663,6,5677,0,36.4444444444,2523,1.1542288557
3663,7,6695,0,36.8,2232,1.0995260664
3663,8,4873,0,32.3181818182,2333,1.1262135922
3663,9,5612,0,23.9545454545,2547,1.1542288557
3664,0,6790,0,7.3714285714,2258,1.1142857143
3664,1,5835,0,6.9642857143,2254,1.1142857143
3664,2,7219,0,10.5,2618,1.1142857143
3664,3,7141,0,10.8333333333,2546,1.1142857143
3664,4,6514,0,8.8888888889,2567,1.1142857143
3664,5,7121,0,13.3333333333,2411,1.1142857143
3664,6,6262,0,14,2257,1.1142857143
3664,7,6263,0,11.6,2888,1.1818181818
3664,8,5526,0,9,2446,1.1142857143
3664,9,5529,0,9.0344827586,2235,1.1142857143
3665,0,6542,0,4.1780821918,2271,0.8014184397
3665,1,7577,0,3.9545454545,2195,0.8188405797
3665,2,6846,0,4.1111111111,2242,0.8188405797
3665,3,6061,0,3.9315068493,2016,0.8014184397
3665,4,6200,0,3.74,2136,0.8014184397
3665,5,6423,0,5.3170731707,3242,0.8014184397
3665,6,7179,0,4.5833333333,2257,0.8188405797
3665,7,5774,0,3.9285714286,2198,0.8188405797
3665,8,7264,0,4.5833333333,2143,0.8014184397
3665,9,6892,0,6.2142857143,2445,0.837037037
3666,0,5655,0,5.5384615385,3675,0.5396039604
3666,1,5814,0,5.7777777778,3031,0.5677083333
3666,2,6104,0,11.1333333333,2228,0.5396039604
3666,3,5506,0,5.7777777778,2735,0.5396039604
3666,4,5160,0,5.45,2430,0.5677083333
3666,5,5651,0,9.027027027,2638,0.7414965986
3666,6,6340,0,3.6666666667,2730,0.5396039604
3666,7,5655,0,4.55,2753,0.5396039604
3666,8,6629,0,7.6756756757,2656,0.5369458128
3666,9,6933,0,6.4,2371,0.5369458128
3667,0,7169,0,25.1111111111,2170,2.2985074627
3667,1,5102,0,19,2167,2.2985074627
3667,2,7114,0,16,2120,2.2647058824
3667,3,6634,0,47.4,2594,2.3709677419
3667,4,6276,1,48,2027,2.2647058824
3667,5,7070,0,17.3846153846,2088,2.3692307692
3667,6,5663,0,47.4,2193,2.3709677419
3667,7,6549,0,24.2222222222,2046,2.231884058
3667,8,5249,0,22,2830,2.701754386
3667,9,5666,0,48,2159,2.3692307692
3668,0,7171,0,8.3529411765,2358,1.3525179856
3668,1,6549,0,6.3396226415,2334,1.3525179856
3668,2,6360,0,7.8139534884,3195,1.3525179856
3668,3,6176,0,7.7894736842,3041,1.3525179856
3668,4,7652,0,6.9423076923,2707,1.3525179856
3668,5,6999,0,12.6842105263,2689,1.3525179856
3668,6,6166,0,12.4444444444,2909,1.3525179856
3668,7,7107,0,4.6198347107,2680,1.3525179856
3668,8,5489,0,11.9473684211,2266,1.3525179856
3668,9,7025,0,7.0784313725,2452,1.3925925926
3669,0,6699,0,12,2317,0.8235294118
3669,1,5786,0,5.0714285714,3033,0.88
3669,2,8532,0,7.46875,2530,0.8235294118
3669,3,5304,0,9.4090909091,2261,0.9333333333
3669,4,7060,0,4.2666666667,2512,0.8704663212
3669,5,6021,0,6.46875,3213,0.8235294118
3669,6,5695,0,4.4375,2712,0.8704663212
3669,7,7174,0,5.8181818182,2092,0.9333333333
3669,8,6317,0,5.4193548387,2531,0.9333333333
3669,9,5731,0,9.4090909091,2940,0.8704663212
3670,0,7471,0,24.3,2356,4.8382352941
3670,1,7576,0,30.7714285714,2590,4.9104477612
3670,2,5809,0,39.5833333333,2737,4.9666666667
3670,3,6396,0,35.8857142857,2217,5.4833333333
3670,4,6393,0,22.0652173913,2270,4.9666666667
3670,5,6096,0,32.9,1882,4.9104477612
3670,6,6611,0,30.375,2215,4.9104477612
3670,7,6926,0,41.125,2130,4.8382352941
3670,8,6091,0,47.5,2197,4.9104477612
3670,9,7725,0,41.125,2346,4.9104477612
3671,0,6840,0,13.3488372093,2253,1.4074074074
3671,1,6220,0,12.5,2664,1.4444444444
3671,2,6392,0,14.3333333333,2432,1.3970588235
3671,3,5892,0,19.8181818182,2182,1.3970588235
3671,4,5851,0,14.2,2187,1.4444444444
3671,5,5508,0,15.8666666667,2524,1.4338235294
3671,6,6264,0,13,2864,1.3970588235
3671,7,6459,0,12.3636363636,2662,1.4552238806
3671,8,6716,0,15.4545454545,3303,1.4338235294
3671,9,7265,0,7.9090909091,2145,1.4338235294
3672,0,5480,0,7.8095238095,2499,1.3910614525
3672,1,7165,0,12.1818181818,2769,1.296875
3672,2,6136,1,7.8095238095,2537,1.1971153846
3672,3,6181,0,10.8181818182,2495,1.296875
3672,4,6611,0,8.2,3140,1.1971153846
3672,5,6871,0,10.25,2919,1.1971153846
3672,6,6929,0,10.25,2423,1.296875
3672,7,5573,0,8.2,2218,1.296875
3672,8,6799,0,7.8095238095,3164,1.1971153846
3672,9,6368,0,12.7619047619,2691,1.296875
3736,0,9789,0,0.3333333333,1666,0.1226415094
3736,1,9613,0,0.3333333333,1888,0.1226415094
3736,2,9230,0,0.5909090909,1668,0.1226415094
3736,3,9815,0,0.3376623377,1579,0.125
3736,4,9462,0,0.3333333333,1882,0.1226415094
3736,5,9255,1,0.3376623377,1645,0.1226415094
3736,6,8466,0,0.3466666667,1637,0.1226415094
3736,7,8804,0,0.7027027027,1599,0.1226415094
3736,8,8299,0,0.3333333333,1602,0.1226415094
3736,9,8758,0,0.3768115942,2098,0.1226415094
3737,0,9767,0,0.2363636364,1871,0.0939759036
3737,1,9510,0,0.4534883721,1572,0.0946601942
3737,2,9375,0,0.4642857143,2288,0.0946601942
3737,3,9899,0,0.3305084746,1789,0.0939759036
3737,4,9355,0,0.312,1527,0.0939759036
3737,5,9071,0,0.2335329341,1915,0.0939759036
3737,6,8495,0,0.4534883721,2069,0.0939759036
3737,7,8856,0,0.5131578947,1622,0.0939759036
3737,8,8855,0,0.52,1843,0.0939759036
3737,9,9795,0,0.325,1402,0.0939759036
3738,0,8900,0,0.1265822785,1503,0.0474683544
3738,1,9264,0,0.1115241636,1830,0.0474683544
3738,2,10725,0,0.1327433628,2212,0.0474683544
3738,3,8938,0,0.1960784314,2230,0.0474683544
3738,4,9312,0,0.2027027027,1897,0.0474683544
3738,5,9924,0,0.1327433628,1571,0.0474683544
3738,6,8459,0,0.1282051282,1513,0.0474683544
3738,7,9156,0,0.2027027027,1796,0.0477707006
3738,8,9958,0,0.1960784314,2038,0.0474683544
3738,9,9765,0,0.152284264,1491,0.0476947536
3739,0,9767,0,0.4454545455,1694,0.2279069767
3739,1,11423,0,0.5051546392,2095,0.2279069767
3739,2,10286,0,0.3245033113,1591,0.2279069767
3739,3,10644,0,0.3402777778,1517,0.2279069767
3739,4,8886,0,0.5,1896,0.2279069767
3739,5,8318,0,0.5051546392,1590,0.2279069767
3739,6,10375,0,0.4579439252,1850,0.2367149758
3739,7,9207,0,0.392,1539,0.2279069767
3739,8,8888,0,0.5051546392,1792,0.2279069767
3739,9,8730,0,0.362962963,2580,0.2279069767
3740,0,9393,0,0.2954545455,2383,0.15625
3740,1,10714,0,0.4779411765,1590,0.1543942993
3740,2,10044,0,0.40625,1571,0.1543942993
3740,3,9535,0,0.40625,2293,0.1670951157
3740,4,10057,0,0.2685950413,2003,0.1543942993
3740,5,11309,0,0.1766304348,1715,0.1543942993
3740,6,9389,0,0.2954545455,1520,0.1543942993
3740,7,9708,0,0.1878612717,1528,0.1543942993
3740,8,9266,0,0.3735632184,1521,0.1543942993
3740,9,10181,0,0.3735632184,1990,0.1543942993
3741,0,10027,0,0.3922651934,1641,0.1102484472
3741,1,9130,0,0.4226190476,1526,0.1102484472
3741,2,10150,0,0.3497536946,1443,0.1099071207
3741,3,10030,0,0.3922651934,1514,0.1105919003
3741,4,9482,0,0.4226190476,1507,0.1105919003
3741,5,8420,0,0.5634920635,1396,0.1099071207
3741,6,9513,0,0.3155555556,2056,0.1099071207
3741,7,12226,0,0.3514851485,1548,0.1099071207
3741,8,9833,0,0.4640522876,1721,0.1102484472
3741,9,10065,0,0.5338345865,2765,0.1102484472
3742,0,8644,0,0.8194444444,1439,0.280952381
3742,1,9462,0,0.7564102564,1501,0.295
3742,2,8362,0,0.6483516484,1457,0.280952381
3742,3,8043,0,2.1071428571,1415,0.280952381
3742,4,8552,0,0.921875,1507,0.280952381
3742,5,9609,0,0.921875,1471,0.280952381
3742,6,8633,0,1.2553191489,1577,0.2920792079
3742,7,10274,0,1.4047619048,1508,0.280952381
3742,8,8248,0,0.7564102564,1376,0.280952381
3742,9,10161,0,0.9516129032,1421,0.280952381
3743,0,8601,0,0.4615384615,2244,0.0863309353
3743,1,9264,0,0.972972973,2417,0.0886699507
3743,2,9467,0,0.4931506849,1519,0.0886699507
3743,3,9593,0,0.972972973,1279,0.0863309353
3743,4,7039,0,0.3789473684,1877,0.0863309353
3743,5,9194,0,0.4615384615,1664,0.0863309353
3743,6,8467,0,0.4615384615,1522,0.0863309353
3743,7,8775,0,0.4931506849,1640,0.0886699507
3743,8,8856,0,0.4615384615,1323,0.0863309353
3743,9,8575,0,0.4615384615,1465,0.0863309353
3744,0,10451,0,0.35625,1443,0.0945273632
3744,1,9635,0,0.3184357542,1832,0.0878274268
3744,2,11032,0,0.4384615385,1513,0.0916398714
3744,3,10428,0,0.4351145038,1447,0.0878274268
3744,4,9705,0,0.2953367876,1454,0.0878274268
3744,5,9333,0,0.2794117647,1467,0.0878274268
3744,6,9426,0,0.35625,2061,0.0916398714
3744,7,10253,0,0.228,1928,0.0878274268
3744,8,8940,0,0.4351145038,1527,0.0889235569
3744,9,9993,0,0.257918552,1711,0.0878274268
3745,0,11431,0,0.4933333333,1862,0.1787439614
3745,1,10813,0,1,2158,0.1787439614
3745,2,10328,0,0.6363636364,1840,0.1787439614
3745,3,11259,0,0.4457831325,2206,0.1787439614
3745,4,12113,0,0.3490566038,1784,0.1787439614
3745,5,12501,0,0.2824427481,1814,0.1787439614
3745,6,10270,0,0.4933333333,2004,0.1878172589
3745,7,11320,0,0.4457831325,3038,0.1787439614
3745,8,12152,0,1,1906,0.1787439614
3745,9,10666,0,0.5967741935,1999,0.1787439614
3746,0,11566,0,0.0449438202,1535,0.0424528302
3746,1,11403,0,0.1118012422,1659,0.0446650124
3746,2,12756,0,0.0962566845,1532,0.0424528302
3746,3,10731,0,0.0930232558,2826,0.0424528302
3746,4,11870,0,0.0689655172,1599,0.0424528302
3746,5,10727,0,0.0700389105,1691,0.0424528302
3746,6,10900,0,0.0962566845,1562,0.0424528302
3746,7,10258,0,0.0833333333,1608,0.0424528302
3746,8,11370,0,0.0689655172,1848,0.0427553444
3746,9,14472,0,0.0506329114,1606,0.0424528302
3747,0,10384,0,0.1083916084,1838,0.0495207668
3747,1,12457,0,0.0945121951,1622,0.0504065041
3747,2,10622,0,0.1469194313,1737,0.0504065041
3747,3,11595,0,0.1469194313,1811,0.0495207668
3747,4,11396,0,0.1469194313,1520,0.0495207668
3747,5,11167,0,0.2039473684,1470,0.0495207668
3747,6,12176,0,0.1009771987,1428,0.0504065041
3747,7,11125,0,0.2,1875,0.0495207668
3747,8,11415,0,0.2039473684,1674,0.0495207668
3747,9,11625,0,0.1565656566,1650,0.0495207668
3748,0,12118,0,1.1428571429,2265,0.2679425837
3748,1,12180,0,2.5454545455,2080,0.2692307692
3748,2,11239,0,1.3023255814,1988,0.2679425837
3748,3,11684,0,2.5454545455,2013,0.2679425837
3748,4,10924,0,1.3023255814,1898,0.2692307692
3748,5,10475,0,1.3023255814,2263,0.2692307692
3748,6,10317,0,0.8615384615,1949,0.2692307692
3748,7,10462,0,2.8,1711,0.2679425837
3748,8,11462,0,1.5135135135,2184,0.2679425837
3748,9,10020,0,1.3023255814,1663,0.2679425837
3749,0,11043,0,0.4285714286,2009,0.1839622642
3749,1,11383,0,0.829787234,1565,0.1902439024
3749,2,9999,0,1.012987013,2485,0.1839622642
3749,3,9743,0,0.7289719626,1693,0.1857142857
3749,4,11599,0,0.7289719626,2715,0.1839622642
3749,5,12571,0,1.012987013,3002,0.1902439024
3749,6,11352,0,0.5571428571,1729,0.1875
3749,7,10937,0,0.7289719626,1861,0.1857142857
3749,8,11570,0,0.4844720497,1815,0.1839622642
3749,9,10163,0,0.619047619,2393,0.1857142857
3750,0,13267,0,0.4322580645,1745,0.1066878981
3750,1,12580,0,0.3236714976,1533,0.1089430894
3750,2,11861,0,0.3964497041,1510,0.1032357473
3750,3,12633,0,0.4322580645,1955,0.1032357473
3750,4,11467,0,0.317535545,1850,0.1032357473
3750,5,11639,0,0.4322580645,1626,0.1032357473
3750,6,10866,0,0.5877192982,2024,0.1032357473
3750,7,10671,0,0.4527027027,1875,0.1066878981
3750,8,11295,0,0.3964497041,2240,0.1032357473
3750,9,11076,0,0.2757201646,1757,0.1032357473
3751,0,9946,1,2.8974358974,1777,0.5458937198
3751,1,11244,0,1.2282608696,1877,0.5330188679
3751,2,11016,0,3.7666666667,1756,0.5458937198
3751,3,12621,0,2.8974358974,1844,0.5330188679
3751,4,11263,0,2.9736842105,1801,0.5330188679
3751,5,12939,0,4.52,1804,0.5458937198
3751,6,12507,0,2.26,2214,0.5458937198
3751,7,12804,0,4.1851851852,2559,0.5458937198
3751,8,12610,0,3.7666666667,2669,0.5458937198
3751,9,11234,0,3.7666666667,2801,0.5330188679
3752,0,11041,0,0.9736842105,2442,0.2754342432
3752,1,12087,0,0.6529411765,1797,0.2617924528
3752,2,12844,0,1.0882352941,2662,0.2754342432
3752,3,11458,0,0.880952381,2804,0.2617924528
3752,4,12059,0,1.2065217391,3039,0.2754342432
3752,5,12512,0,0.8161764706,2719,0.2617924528
3752,6,11870,0,2.7073170732,2078,0.2754342432
3752,7,12133,0,1.0571428571,2029,0.2617924528
3752,8,11443,0,2.7073170732,2381,0.2754342432
3752,9,10933,0,0.649122807,1820,0.2617924528
3753,0,11411,0,0.0955315871,1874,0.096124031
3753,1,12315,0,0.0955315871,2159,0.0955315871
3753,2,11093,0,0.125,1863,0.0955315871
3753,3,11764,0,0.0955315871,2485,0.0955315871
3753,4,10760,0,0.0955315871,2135,0.096124031
3753,5,12582,0,0.0955315871,1961,0.0955315871
3753,6,12993,0,0.0955315871,2395,0.0955315871
3753,7,11829,0,0.0955315871,1486,0.0955315871
3753,8,10954,0,0.0955315871,2538,0.0955315871
3753,9,11240,0,0.0955315871,1608,0.0955315871
3763,0,11560,0,4.2666666667,9604,0.2420382166
3763,1,10385,0,4.75,7433,0.2162162162
3763,2,10372,0,7.6666666667,9451,0.2191780822
3763,3,11587,0,8.170212766,10403,0.2183908046
3763,4,10014,0,7.6875,7071,0.2253521127
3763,5,11886,0,5.4318181818,11887,0.2108433735
3763,6,10579,0,7.7058823529,8502,0.1949152542
3763,7,11553,0,7.68,9190,0.2176870748
3763,8,10350,0,8.6923076923,7709,0.2380952381
3763,9,11623,0,7.6842105263,9568,0.1989528796
3764,0,11967,0,3.8888888889,7317,0.1098265896
3764,1,13166,0,3.8823529412,6865,0.1003344482
3764,2,10146,0,2.224137931,6250,0.1091954023
3764,3,9393,0,3.0535714286,8731,0.106442577
3764,4,11076,0,3.7407407407,8173,0.1104651163
3764,5,10391,0,3.7407407407,8259,0.1038251366
3764,6,9427,0,2.1481481481,8656,0.1158536585
3764,7,11571,0,2.8,8212,0.1100628931
3764,8,10086,0,2.0588235294,9257,0.1063829787
3764,9,9345,0,2.8524590164,11656,0.0921985816
3765,0,9742,0,2.5757575758,6432,0.0833333333
3765,1,10138,0,3.2972972973,7067,0.0674418605
3765,2,10401,0,4.4545454545,9597,0.070212766
3765,3,9169,0,3.015037594,8622,0.0636363636
3765,4,11238,0,3.7307692308,5957,0.0840909091
3765,5,14142,0,3.6666666667,7915,0.0808510638
3765,6,11789,0,3.8130841121,6749,0.075
3765,7,11628,0,3.2990654206,9065,0.0802005013
3765,8,9387,0,3.3305084746,7353,0.072265625
3765,9,10987,1,3.6470588235,7631,0.0822510823
3766,0,9546,0,10.696969697,7182,0.4325842697
3766,1,10180,0,9.7179487179,8150,0.4695121951
3766,2,12167,0,11.8260869565,9979,0.4162162162
3766,3,11490,0,11.8888888889,6886,0.36492891
3766,4,11037,0,31.5,9328,0.3737864078
3766,5,11695,0,17.1428571429,7551,0.4502923977
3766,6,12829,0,11.9534883721,6820,0.3768115942
3766,7,10837,0,18.6086956522,7924,0.4139784946
3766,8,12974,0,18.6086956522,7482,0.416
3766,9,11336,0,12.9696969697,7338,0.3737864078
3767,0,10780,0,5.2142857143,9051,0.2185628743
3767,1,10228,0,5.8956521739,10568,0.1961852861
3767,2,12246,0,5.3798449612,6448,0.2448979592
3767,3,12445,0,8.0416666667,11721,0.2095808383
3767,4,11585,0,8.0416666667,6471,0.2122093023
3767,5,9909,0,4.7906976744,6446,0.2051282051
3767,6,12750,0,5.1111111111,9055,0.1846965699
3767,7,10625,0,5.5925925926,6593,0.188976378
3767,8,12636,0,8.1358024691,6549,0.2095808383
3767,9,12997,0,3.8139534884,9069,0.2347266881
3768,0,10499,0,3.049382716,6953,0.1595092025
3768,1,10543,0,2.3592814371,8241,0.138671875
3768,2,10534,0,4.7826086957,7224,0.1323828921
3768,3,13283,0,3.4042553191,9719,0.1428571429
3768,4,14474,0,3.0166666667,6373,0.1476091476
3768,5,11864,0,4.0838323353,6132,0.1294363257
3768,6,11038,0,4.2340425532,8401,0.1368653422
3768,7,11484,0,3.6363636364,7373,0.1214057508
3768,8,10336,0,3.1481481481,9615,0.1403162055
3768,9,9925,0,3.3205741627,8740,0.1376404494
3769,0,11760,0,23.0869565217,6429,0.5542857143
3769,1,10126,0,10.8888888889,6930,0.6064516129
3769,2,9275,0,17.44,7630,0.6258064516
3769,3,11855,0,20.2592592593,9912,0.567251462
3769,4,10903,0,16.6666666667,6465,0.5371428571
3769,5,11042,0,12.44,9043,0.5371428571
3769,6,10790,0,16.6666666667,9254,0.5878787879
3769,7,11088,0,22.5294117647,8426,0.7080291971
3769,8,11555,0,22.5294117647,7420,0.5606936416
3769,9,11859,0,12,8793,0.6510067114
3770,0,10026,0,15.7179487179,6836,0.3588039867
3770,1,10793,0,6.4166666667,9866,0.2961373391
3770,2,10532,0,5.1666666667,9099,0.32
3770,3,12109,0,6.4166666667,8774,0.2660550459
3770,4,11334,0,11.75,6819,0.3081570997
3770,5,11114,0,7.9047619048,7117,0.2802197802
3770,6,12196,0,11.1666666667,7125,0.2911051213
3770,7,11157,0,6.4402985075,6706,0.2823920266
3770,8,12934,0,11,7471,0.292358804
3770,9,10920,0,15.4166666667,6174,0.3333333333
3771,0,11945,0,10.3703703704,7891,0.2093023256
3771,1,12993,0,9.4666666667,6941,0.2342995169
3771,2,10959,0,6.1714285714,6946,0.2224334601
3771,3,11286,0,5.6857142857,11350,0.1811145511
3771,4,13080,0,6.8064516129,8454,0.2224334601
3771,5,10652,0,5.7659574468,9031,0.2331730769
3771,6,9597,0,5.1919191919,8619,0.2155555556
3771,7,12479,0,6.9444444444,8158,0.2560175055
3771,8,9131,0,4.2075471698,10563,0.2228571429
3771,9,12114,0,5.7230769231,9932,0.2072243346
3772,0,14157,0,9.25,9825,0.1871921182
3772,1,11506,0,7.6666666667,9317,0.1827411168
3772,2,13183,0,3.0285714286,8051,0.2130177515
3772,3,10820,0,5.7428571429,11738,0.1871921182
3772,4,12023,0,5.4166666667,12963,0.1894736842
3772,5,12793,0,3.9743589744,9903,0.2
3772,6,10735,0,4.71875,8770,0.1826923077
3772,7,11287,0,5.7428571429,8315,0.1890547264
3772,8,12249,0,7.6666666667,9571,0.1826923077
3772,9,10714,0,3.9743589744,8840,0.1894736842
3773,0,11095,0,6.1276595745,8273,0.1094674556
3773,1,14292,0,2.6363636364,8183,0.0929648241
3773,2,13755,0,2.0093457944,6916,0.0864485981
3773,3,12088,0,3.275,9709,0.115
3773,4,12895,0,6.0909090909,7762,0.094629156
3773,5,11740,0,4.3,9032,0.0953608247
3773,6,11477,0,3.0967741935,6823,0.0897435897
3773,7,10991,0,3.0975609756,8259,0.0898550725
3773,8,11647,0,2.4634146341,9160,0.1121212121
3773,9,13866,0,4.28125,10196,0.106557377
3774,0,13348,0,4.5806451613,9701,0.0649819495
3774,1,11828,0,2.465648855,10660,0.0655430712
3774,2,10834,0,2.1656441718,7505,0.0781563126
3774,3,12671,0,3.9523809524,9061,0.0748987854
3774,4,12363,0,4.1764705882,6933,0.0795454545
3774,5,13676,0,2.2253521127,7239,0.0723562152
3774,6,11080,0,2.9619047619,8673,0.0701402806
3774,7,11810,0,2.961038961,10403,0.0765864333
3774,8,12742,0,2.1290322581,9632,0.0711382114
